"CAC-L","CMF-L","CCM-L","CNU-L","ETL-L","FPL-L","FSF-L","IPL-L","ITL-L","ISL-L","IMC-L","LOL-L","LOF-L","LGL-L","MOF-L","MTL-L","PHL-L","PCL-L","PPS-L","POS-L","PTS-L","PCR-L","PTC-L","PCC-L","PRC-L","PCN-L","RAC-L","RMF-L","SFL-L","SPL-L","STL-L","SML-L","TPP-L","TTL-L","CAC-R","CMF-R","CCM-R","CNU-R","ETL-R","FPL-R","FSF-R","IPL-R","ITL-R","ISL-R","IMC-R","LOL-R","LOF-R","LGL-R","MOF-R","MTL-R","PHL-R","PCL-R","PPS-R","POS-R","PTS-R","PCR-R","PTC-R","PCC-R","PRC-R","PCN-R","RAC-R","RMF-R","SFL-R","SPL-R","STL-R","SML-R","TPP-R","TTL-R"
675.71,709.59,574.13,638.99,307.03,510.92,449.05,728.28,420.79,605.74,433.23,696.88,549.57,469.91,486.11,538.16,508.69,370.55,712.79,832.94,782.48,626.71,558.79,483.26,602.72,592.55,732.33,957.58,885.22,731.75,602.1,641.5,339.6,584.47,721.69,673.13,720.89,616.28,331.07,580.38,400.58,697.18,439.09,616.76,424.6,602.37,571.65,429.85,546.96,598.47,481.32,369.29,721.31,879.33,871.05,589.74,577.58,473.81,611.76,549.84,804.23,892.46,855.15,681.4,664.8,627.22,423.43,607.57
675.31,710.71,574.43,640.01,303.35,505.95,449.6,729.57,420.78,605.12,434.59,698.64,552.06,471.77,487.28,540.3,508.02,369.26,712.18,837.3,781.68,628.17,559.29,484.97,602.81,594.04,732.84,956.8,887.5,733.53,603.13,641.74,331.2,589.33,722.47,675.07,706.8,620.23,326.04,575.67,399.77,700.64,439.87,616.45,425.82,604.31,573.08,430.91,547.41,598.3,481.18,368.84,722.09,880.95,870.73,592.07,578.43,476.24,613.62,551.73,805.88,894.41,856.41,681.52,664.23,628.88,419.52,612
673.43,707.08,576.38,640.95,307.52,510.83,449.86,728.02,420.73,604.88,436.03,697.24,550.06,470.82,486.92,538.03,509.3,372.51,710.8,833.42,778.71,629.74,557.99,483.84,601.45,595.41,733.18,955.83,884.34,732.82,601.36,640.39,337.9,585.81,721.86,671.4,719.55,619.26,327.87,580.22,401.06,697.69,439.39,615.71,426.04,602.54,572.11,431.44,547.04,598.35,482.1,371.25,722.09,878.62,869.49,592.45,577.67,475.75,611.94,551.55,806.15,893.04,854.56,680.82,666.12,627.74,421.79,605.58
675.07,709.74,586.67,642.23,304.57,513.11,449.88,731.1,421,605.02,436.3,699.81,552.39,472.13,489.39,540.39,509.18,370.71,712.26,834.86,780.92,627.79,559.04,485.13,602.58,595.84,737.68,957.37,887.56,733.68,603.36,641.61,331.25,589.66,723.7,672.7,738.58,623.8,320.53,581.56,401.32,698.26,439.8,617.67,425.72,605.43,573.58,432.18,547.99,598.27,482.38,370.73,720.89,880.87,868.63,592.52,577.88,475.34,612.9,552.29,809.3,892.26,855.21,681.5,664.5,627.08,422.22,614.11
674.51,706.62,580.5,642.22,311.01,516.99,449.39,728.83,420.22,603.58,434.83,695.41,549.5,470.2,488.44,538.89,510.64,371.54,709.82,831.63,779.63,629.03,557.84,482.98,601.82,595.79,733.54,953.98,883.92,732.23,600.83,639.88,339.69,584.03,719.85,669.09,717.71,621.52,326.73,582.05,399.55,695.56,438.7,615,424.32,600.84,571.23,431.24,548.21,598.82,482.18,369.67,720.56,877.06,868.49,591.9,577.79,472.75,611.26,550.89,806.06,888.36,852.09,679.81,663.27,624.66,420.23,607.54
672.7,708.12,560,642.62,305.82,512.26,449.73,731.73,420.29,604.88,435.64,700.4,550.21,471.26,489.75,538.88,509.93,371.28,711.3,832.66,778.48,631.11,561.96,485.3,603.92,596.11,733.38,953.89,885.72,735.98,601.69,641.61,332.24,588.85,720.23,669.97,714.05,622.36,324.46,581.73,400.09,697.66,439.78,617.54,424.53,604.05,573.54,432.39,548.4,599,483.1,372.35,718.82,877.68,863.95,592.88,581.67,475.11,614.3,551.59,807.78,888.59,852.97,683.49,664.7,629.06,425.59,612.72
673.05,706.94,563.3,644.26,310.15,512.76,450.35,728.24,421.43,607.97,435.12,700.33,550.16,473.67,488.46,539.89,512.14,373.65,711.64,832.01,780.29,634.54,562.53,482.82,604.65,595.15,732.91,954.13,884.33,735.93,605.88,642.18,339.41,589.39,721.32,668.13,710.92,621.6,330.16,579.62,401.22,694.53,440.1,618.15,423.86,604.66,570.34,431.3,549.87,598.28,485.01,371.51,718.61,877.16,865.48,593.45,583.38,474,613.46,549.76,808.83,888.12,851.68,684.13,667.31,628.97,426.74,608.15
676.09,708.67,577.58,645.65,306.93,508.82,450.83,731.34,420.92,607.36,435.97,703.34,552.2,474.99,492.48,539.9,511.45,371.01,712.67,834.63,780.65,634.77,565.88,486.19,606.39,597.56,736.39,955.88,887.63,739.6,607.06,644.48,330.7,590.96,725.56,671.59,701.23,626.32,322.8,576.81,401.77,698.27,442.04,620.21,425.42,608.09,574.96,433.6,551.2,597.87,484.96,369.45,722.48,877.46,866.79,596.96,586.43,477.98,615.62,552.03,806.21,892.27,854.94,687.62,669.07,633.38,424.98,613.62
676.08,708.59,577.4,644.34,307.7,513.52,451.51,731.31,423.08,609.26,437.43,701.25,552.53,473.92,491.09,541.38,511.53,373.43,713.16,835.03,781.74,633.94,563.66,486.17,605.89,598.02,737,956.98,887.13,740.12,609.28,644.45,339.65,592.16,724.31,671.67,703.9,624.42,332.11,583.11,402.66,698.62,441.99,620.34,426.38,607.03,573.33,433.68,551.32,599.38,485.57,372.45,723.53,880.73,871.18,596.64,584.57,478.22,614.74,552.08,804.55,892.86,855.78,687.37,670.51,633.34,428.93,609.26
677.21,711.86,572.24,642.67,305.69,509.55,451.04,735.77,423.94,608.19,438.04,701.12,555.33,472.61,492.7,542.89,509.57,372.88,713.8,840.34,782.05,632.58,561.84,487.14,605.55,598.49,738.02,959.77,889.99,740.12,608,646.07,331.49,591.49,727.12,674.71,731.03,625.23,321.6,578.49,400.2,702.97,442.68,620.12,429.43,607.08,576.05,433.81,552.94,599.27,483.24,368.94,725.2,883.57,873.57,597.28,581.65,478.85,615.05,553.55,808.96,898.41,859.05,687.89,669.09,633.76,427.35,612.49
673.45,710.42,581.4,639.79,306.4,512.11,450.68,733.66,424.61,606.47,437.3,697.58,553.97,471.84,491.04,542.63,509.62,372.56,713.49,836.27,782.25,631.65,559.41,484.25,604.16,597.22,738.38,958.47,887.36,738.9,605.34,644.88,340.45,587.2,724.45,675.84,706.45,621.33,333.8,583.23,400.72,702,443.05,620.32,425.24,603.48,575.28,432.12,551.98,599.37,483.11,369.71,724.26,882.86,873.6,595.42,579.14,476.13,613.17,551.14,807.45,896.14,857.65,687.26,668.46,631.18,428.77,603.34
674.53,711.31,578.81,639.12,306.51,510.75,449.65,733.19,423.75,606.49,437.65,697.83,553.64,470.86,491.36,540.84,507.9,372.99,712.83,838.39,781.29,629.31,558.44,485.54,603.6,595.28,737.34,959.87,888.09,736.33,602.01,644.47,334.3,588.3,723.94,677.81,707.86,620.08,319.33,578.75,400.13,703.63,442.5,619.08,425.57,602.89,576.86,431.76,551.62,598.65,480.94,369.67,726.48,886.99,873.57,595.34,577.62,475.83,613.7,551.13,808.79,898.66,858.45,685.12,664.75,630.75,425.23,611.09
671.95,708.82,578.01,636.62,306,510.27,448.42,728.06,423.22,604.73,434.35,694.25,551.52,468.95,488.24,539.26,508.21,370.67,710.55,832.84,778.83,626.84,557.09,482.58,601.86,594.08,734.47,956.46,884.27,734.35,599.62,641.57,338.44,582.4,723.38,676.82,708.12,615.55,328.86,581.75,398.6,699.75,441.58,618.73,423.16,600.18,573.57,429.59,550.17,597.9,480.85,368.27,723.96,881.9,872.98,592.5,576.91,474.11,612.54,549.48,803.71,896.2,855.92,683.82,662.64,628.51,422.16,601.26
675.67,708.29,580.42,637.1,306.54,506.65,449.03,728.04,420.67,608.82,433.66,697.75,553.02,469.5,488.37,539.25,507.73,371.66,711.3,832.88,778.72,626.63,558.32,483.07,603.28,593.06,734.69,957.79,885.51,733.89,602.17,642.32,334.95,589.46,726.25,675.95,713.34,616.77,323.34,577.44,400.51,700.18,441.75,620.62,423.95,602.93,576.09,429.85,551.18,597.08,480.73,370.29,725.02,882.12,871.5,593.38,577.5,474.82,613.13,550.11,807.05,899.27,856.83,682.86,664.01,630.61,422.21,611.57
674.55,707.59,582.91,636.45,303.35,507.31,449.33,726.72,421.56,605.59,433.55,695.24,550.39,469.29,486.57,538.19,508.66,369.88,710.09,828.68,777.76,625.75,557.54,484.78,602.32,593.76,732.6,955.99,883.83,733.81,599.96,642.53,335.84,585.16,725.28,674.98,710.63,614.06,330.56,577.55,400.29,699.43,440.76,618.04,422.35,600.45,573.71,428.87,549.1,597.01,481.23,370.71,724.55,879.28,870.64,590.47,575.87,474.95,612.64,549.74,803.18,897.5,855.74,682.66,664.2,629.84,418.78,602.45
675.46,708.94,571.57,636.67,305.69,505.85,449.2,729.85,421.08,607.97,432.9,695.68,552.91,468.69,486.22,538.57,507.11,373.27,711.79,830.61,778.17,625.76,556.91,484.65,601.97,594.12,733.8,957.48,884.62,732.61,601.96,643.39,333.1,587.34,724.96,674.15,721.1,615.5,323.6,572.82,400.59,698.23,441.32,620.14,422.63,600.97,573.5,429.17,548.29,596.89,480.06,369.38,725.47,878.22,871.1,590.8,575.9,475.93,612.14,549.53,804.78,897.48,854.24,681.89,665.06,629.7,422.67,612.25
675.61,709.02,590.92,635.75,303.94,505.81,449.35,728.89,422.41,604.91,432.71,692.46,550.18,468.01,483.5,540.01,509.07,369.72,711.53,828.93,780.98,622.29,557.29,484.71,602.44,595.38,733.38,958.19,883.85,732.98,600.23,643.52,337.04,583.47,718.96,673.76,724.45,612.36,324.45,576.52,399.13,696.55,440.16,617.03,422.3,598.44,569.82,427.72,546.84,595.93,481.71,365.48,720.98,875.21,869.08,587.19,576.16,474.51,612.37,548.77,801.64,893.51,852.51,681.24,663.96,628.81,419.28,603.71
673.37,708.6,580.48,637.25,305.07,503.82,449.61,729.75,422.16,606.36,432.13,697.19,552.13,468.98,484.55,539.02,508.98,373.01,713.07,833.75,780.91,624.71,558.59,482.84,604.01,593.92,731.6,959.49,884.3,732.4,600.93,643.88,337.63,586.45,723.1,670.81,715.34,615.69,321.57,572.04,399.48,694.94,439.2,616.67,421.42,602.32,571.48,429.56,547.55,595.45,480.65,369.01,723.19,876.46,866.99,589.76,578.31,473.05,612.57,547.88,805.27,893.1,851.19,681.29,662.9,629.05,419.33,610.73
673.33,707.13,563.84,639.55,305.38,502.13,449.51,726.08,422.08,604.87,432.25,694.83,549.7,470.35,483.36,538.8,510.71,371.62,710.82,831.48,779.09,627.87,558.6,483.35,603.96,593.63,730.65,954.54,882.02,733.24,600.96,643.25,335.13,586.62,718.79,669.68,703.89,617.66,329.96,577.96,399.02,693.39,439.44,616.55,420.49,600.58,570.58,430.66,546.65,596.12,482.32,368.1,720.41,872.7,864.28,589.68,579.14,473.07,612.83,547.46,801.21,888.12,848.72,681.76,664.03,628.96,418.69,604.28
675.07,707.62,582.85,644.22,307.55,502.66,451.98,730.43,422.95,608.33,432.47,702.47,553.27,473.68,486.34,540.47,510.05,372.99,713.13,833.42,780.48,633.44,562.89,483.88,605.95,594.99,732.21,957.83,884.48,738.03,607.39,645.97,336.88,592.64,722.49,670.9,708.77,624.71,318.02,568.86,402.14,696.96,440.79,619.94,423.45,606.35,573.62,434.98,549.25,597.57,483.38,370.62,722.35,876.23,868.62,596.04,583.05,473.43,614.02,549.3,804.93,892.76,851.2,686.23,669,631.55,425.35,614.81
675.02,707.56,560.89,644.13,305.17,503.19,451.51,728.92,424.14,607.72,433.77,701.74,551.72,473.14,485.31,541.68,511.93,370.94,713.37,831.09,780.8,630.68,563,485.33,605.87,596.4,732.08,959.07,883.3,740.53,606.23,645.53,338.85,588.08,723.08,672.2,714.49,624.15,329.24,579.42,401.86,697.94,442.87,619.18,422.97,606.44,573.04,433.33,549.09,597.78,484.89,369.35,723.75,876.76,867.3,593.92,582.74,476.72,613.95,550.44,802.51,893.37,852.81,688.92,667.69,632.84,423.14,604.82
677.23,707.49,573.27,642.41,305.88,503.55,452.9,730.38,424.18,611.25,434.04,705.38,554.37,473.54,487.87,540.95,509.57,374.01,713.08,832.75,781.61,631.05,562.22,485.38,605.52,595.85,733.92,960.72,884.71,740.81,609.99,647.09,339.16,594.26,727.57,674.85,713.97,625.25,327.62,574.39,402.44,701.38,443.46,622.78,423.98,609.08,576.45,433.25,552.61,599.98,484.24,372.71,726.75,880.84,872.57,595.54,582.2,478.08,614.78,551.86,807.89,899.44,856.76,688.94,670.35,633.67,429.14,613.88
675.12,707.93,574.69,640.39,305.79,505.65,450.5,731.36,423.32,605.56,434.07,699.71,550.48,470.71,485.74,541.04,510.36,368.11,713.82,830.42,782.28,627.26,559.94,485.07,604.75,596.9,733.65,958.6,883.15,740.01,605.35,645.67,335.59,587.27,726.26,674.34,708.44,620.56,329.69,579.03,399.3,702.65,442.79,619.36,426.8,605.1,573.26,431.01,550.78,598.63,482.94,369.24,727.12,877.51,871.93,592.02,578.93,476.64,614.27,552,806.71,898.12,856.64,689.28,667,632.5,426.02,607.59
674.48,706.25,585.83,637.45,309.9,505.56,451.4,730.65,423.66,609.98,433.69,699.16,552.99,471.57,487.82,540.37,508.46,374.14,713.08,832.89,782.45,627.37,559,484.11,603.24,594.92,734.11,957.69,883.25,737.18,606.05,644.17,338.89,590.59,724.96,675.62,704.97,617.68,329.26,574.92,400.24,700.53,442.78,620.78,425.11,603.4,575.19,430.82,553.7,599.24,480.76,370.29,725.65,883.12,873.64,590.72,577.16,476.24,613.42,550.37,808.12,899.53,856.69,686.34,667.15,631.13,429.63,608
673.76,705.45,581.06,636.42,303.59,506.58,448.57,727.45,422.38,604.72,432.04,694.86,549.79,468.41,483.99,538.84,508.03,368.8,711.35,826.92,780.44,624.55,556.96,484.78,602.64,594.15,732.71,956.51,881.14,736.04,600.98,642.02,332.59,584.36,725.58,673.77,712.15,614.27,323.85,578.41,398.62,699.93,441.72,616.61,423.91,599.95,573.35,427.74,549.25,596.47,480.16,369.18,723.16,874.46,867.86,590.04,575.17,475.61,612.97,549.54,802.23,897.37,854.23,684.16,662.51,630.71,420.58,603.65
673.75,704.24,573.83,633.95,308.45,504,449.84,725.02,421.37,608.47,431.34,694.04,550.63,468.05,484.92,537.89,507.33,371.81,709.88,827.09,778.1,623.96,556.43,483.55,601.36,593.72,732.24,955.37,879.87,733.58,601.78,641.37,339.98,587.65,724.27,671.7,688.12,613.58,328.69,572.06,399.73,697.62,441.28,620.19,422.39,599.44,574,427.76,551.09,596.09,479.44,370.34,722.79,878.49,869.89,588.77,573.44,474.22,611.63,549.1,806.68,896.03,852.42,682.13,664.25,629.11,425.99,605.04
676.43,705.12,569.78,633.67,304.83,502.68,447.85,724.33,420.73,605.77,430.02,691.79,550.22,466.62,484,536.73,506.98,366.49,710.08,822.9,775.75,620.22,557.34,483.2,601.74,593.51,729.88,954.73,880.36,733.05,598.04,641.89,330.16,585.52,724.09,673.27,707.5,611.95,319.07,578.18,397.82,698.71,440.43,616.34,421.55,596.84,573.25,426.92,548.37,594.89,479.15,368.97,723.08,872.74,866.73,586.93,573.32,475.24,612.57,548.81,800.26,895.27,851.75,681.84,661.65,630.28,415.73,604.2
674.14,703.47,587.86,632.91,310.07,504.46,448.56,722.28,420.59,609.29,432.53,692.54,549.8,466.97,484.81,536.11,507.55,370.19,709.39,824.91,775.51,622.96,557.75,482.44,602.24,592.88,728.28,954.32,879.53,732.48,601.25,641.56,337.18,586.48,724.43,671.33,715.18,611.37,329.75,575.25,399.69,696.28,441.13,619.53,422.01,597.18,571.55,427.26,551.01,594.74,480.39,370.17,723.04,876.83,869.91,587.6,573.36,474.44,611.88,547.5,802.39,895.4,851.76,680.76,663.96,629.52,424.28,607.54
676.23,705.28,597.11,633.2,303.36,503.97,447.92,724,420.15,606.74,429.39,692.43,548.7,466.31,485.51,535.83,507.95,368,710.54,822.4,777.33,620.97,558.4,484.47,603.16,593.53,730.89,953.54,881.11,733.82,599.35,642.91,329.43,586.34,725.3,671.99,706.05,612.01,318.92,577.37,398.64,697.91,439.95,618.87,422.97,596.82,573.01,426.63,549.07,594,479.83,368.68,721.82,873.03,865.92,587.83,573.83,476.36,612.88,549.84,802.09,894.97,852.39,681.77,661.97,631.77,420.47,606.82
677.29,705.17,590.33,634.52,307.53,504.72,448.79,725.97,421,608.17,433.42,693.43,551.1,467.35,487.27,537.34,508.25,372.12,713.1,827.63,778.75,624.94,557.75,484.1,602.96,594.66,732.01,955.01,881.77,734.72,601.61,643.76,340.5,587.2,724.17,672.79,706.63,613.58,329.34,576.99,400.07,697.59,440.6,619.58,423.66,597.76,572.71,427.72,551.21,594.97,480.85,369.87,724.27,876.77,870.35,588.04,573.67,474.44,611.73,549.59,802.71,895.94,853.8,682.95,664.43,631.65,425.75,606.84
677.11,707.76,583.99,636.24,303.77,506.14,449.55,730.01,421.57,608.44,434.68,696.53,552.85,469.53,490.35,539.46,508.41,370.28,713.75,832.13,780.52,625.15,558.1,485.32,603.52,596.21,736.97,957.19,885.8,736.36,602.57,644.96,332.21,587.62,727.98,675.94,719.53,617.47,324.04,581.29,400.21,701.78,441.17,620.04,426.96,600.54,574.14,429.3,550.83,596.84,480.84,371.31,724.02,878.73,873.03,590.63,575.83,478.61,614.48,552.33,807.68,898.06,857.88,685.61,664.47,633.47,421.91,612.68
676.51,706.18,588.87,638.67,306.47,510.89,449.97,728.61,422.31,608.62,436.55,695.58,552.9,470.02,491.36,539.23,509.66,371.96,712.32,831.25,779.93,627.85,557.87,484.16,603.04,597.26,734.73,958.24,884.05,736.75,602.26,643.18,340.2,585.81,727.85,676.67,710.92,617.44,332.1,581.23,400.08,700.56,441.5,619.2,424.95,600.4,573.57,429.62,552.55,597.06,483.02,369.09,723.71,878.05,873.42,591.37,576.13,476.83,613.46,552.6,805.35,898.79,857.81,685.83,664.46,631.67,426.17,604.58
677.24,709.03,570.63,640.5,306.33,510.04,450.72,732.19,422.49,609.37,436.55,700.24,555.33,471.84,491.6,539.82,509.26,371.81,714.07,834.33,781.02,631.26,559.17,487.93,603.42,598.06,735.77,961.73,887.66,736.89,604.33,645.5,335.76,591.1,730.57,679.83,701.49,623.18,323.5,579.27,401.14,704,442.72,620.98,427.17,604.74,576.95,431.95,553.77,599.39,483.01,372.22,727.38,880.13,875.04,595.32,578.33,479.1,615.05,554.31,810.14,902.75,861.36,686.53,667.18,634.04,423.75,611.4
677.67,709.69,575.99,640.39,304.78,509.96,450.14,732.76,423.59,608.85,437.09,698.06,552.4,471.32,489.85,540.7,510.99,371.09,714.16,833.62,780.5,629.89,559.77,486.15,603.85,598.59,735.01,962.7,886.21,737.23,604.49,645.34,341.61,587.14,727.9,679.84,726.35,621.62,331.55,580.23,400.57,703.59,441.14,619.2,427.87,603.01,573.07,431.62,551.95,599.57,483.92,371.18,725.14,881.69,874.03,594.98,578.46,477.27,614.24,554.47,805.27,901.69,860.45,687.65,666.52,632.85,421.29,603.72
677.09,710.57,587.69,640.74,305.94,510.07,451.07,733.28,422.85,609.16,437.11,701.36,554.73,473.37,491.34,540.59,508.4,372,714.66,837.75,783.68,631.76,559.28,487.3,604.12,597.03,736.51,962.52,888.58,736.95,606.25,644.42,339.57,592.39,730.56,679.51,696.03,623.74,328.73,585.65,401.51,704.76,442.6,620.32,427.19,606.16,575.91,431.87,552.68,600.07,482.58,370.77,726.09,884,874.98,596.46,580.28,478.27,614.71,553.32,811.61,902.12,861.25,687.01,668.35,631.84,422.49,609.03
677.74,710.6,586.4,641.42,306.49,509.43,449.25,733.24,422.42,605.86,437.41,698.99,551.91,471.64,488.91,540.08,510,368.94,712.76,834.66,780.66,630.75,558.95,486.87,603.63,597.96,736.68,961.97,886.7,736.34,601.95,643.78,337.32,584.84,727.63,678.98,709.18,622.35,331.97,582.24,400.44,703.37,440.93,617.18,426.75,605.17,571.69,431.87,547.73,599.44,483.43,369.79,722.44,879.85,871.77,595.26,579.16,477.87,614.34,552.8,806.38,899.11,859.91,686.76,665.69,631.22,426.64,600.57
675.55,709.4,583.66,640.42,307.98,508.07,451.06,731.05,422.47,609.37,437.08,699.47,553.9,472.87,490.01,539.79,508.36,374.34,711.53,835.28,781.41,631.95,558.35,484.28,603.55,595.81,739.06,960.93,886.67,734.96,604.72,641.97,338.04,591.33,725.11,677.66,675.67,622.19,331,578.58,401.56,700.38,441.09,619.01,426.38,605.14,573.61,431.97,551.2,598.2,482.21,371.38,724.47,881.65,871.06,595.51,578.08,474.39,613.56,551.57,806.83,897.32,857.42,684.03,667.11,629.62,426.09,605.1
678.55,710.05,587.83,640.45,304.15,509.93,449.22,730.85,422.01,605.53,436.77,697.58,550.8,471.04,489.26,538.75,509.12,369.25,711.59,830.35,778.74,631.2,558.58,484.8,603.67,596.61,737.84,960.57,886.2,734.62,599.83,640.77,328.77,587.83,724.32,675.88,707.13,621.55,323.58,581.93,400.59,700.5,440.94,616.85,426.66,603.12,572.42,431.29,548.33,597.94,482.11,371.94,723.53,873.47,866.42,595.11,578.46,475.52,613.69,552.42,803.32,895.68,856.5,683.18,662.91,628.37,417.75,606.97
674.68,708.06,595.29,640.04,308.57,512.04,450.35,729.26,421.48,607.79,437.34,697.2,552.1,471.95,488.22,538.16,508.17,373.34,711.05,829.46,777.36,633.11,558.32,483.92,602.81,596.33,735.54,958.61,885.12,733.6,602.85,638.94,336,588.73,725.05,676.25,700.35,622.29,331.39,579.29,401.35,699.73,440.43,618.39,425.35,602.49,571.84,430.59,550.16,597.8,481.74,370.98,721.71,878.14,868.41,594.49,578.42,473.91,613.31,552.14,805.56,894.76,856.66,682.22,664.57,627.75,421.53,607.92
678.89,710.88,594.79,641.18,304.53,513.19,449.97,732.91,421.7,606.88,437.76,697.06,551.46,472.34,489.4,538.86,508.76,370.66,712.35,829.21,780.02,632.86,559.12,486.05,604.62,597.78,739.44,961.34,886.77,734.86,601,641.05,327.75,589.14,726.94,677.69,732.88,623.8,325.68,587.33,400.3,703.2,440.42,617.64,428.08,602.55,571.78,431.96,548.7,598.01,481.98,370.6,722.38,876.33,867.33,597.24,578.72,476.81,614.34,553.62,805.35,896,857.35,682.41,663.25,629.76,418.01,610.02
676.45,710.62,576.22,641.67,304.38,513.46,449.61,733.32,421.83,607.68,438.93,696.3,551.52,470.71,488.95,538.72,509.69,370.87,712.65,831.14,779.28,633.73,559.35,485.63,603.89,598.35,736.06,961.53,886.92,735.28,601.08,641.18,338.16,586.27,725.02,678.87,698.88,623.06,328.93,582,400.15,702.67,440.55,618.75,427.39,601.84,571.41,431.1,549.01,598.63,483.01,370.58,724.44,878.33,869.04,596.14,578.49,476.91,613.7,553.78,806.9,896.42,858.32,683.54,664.99,628.8,424.22,603.98
679.55,711.99,587.2,640.83,307.22,512.55,450.63,734.77,422.01,609.41,438.21,698.81,553.32,473.02,490.48,539.95,508.56,373.18,714.55,834.51,783.46,633.94,559.86,486.09,605.01,598.07,740.55,964.18,890.07,736.07,604.17,642.63,335.14,593.62,728.55,682.85,735.74,625,323.3,582.62,401.63,705.5,441.06,620.12,427.02,604.04,574.05,432.59,550.22,599.39,481.96,372.18,725.58,882.67,870.18,598.73,578.87,476.82,614.11,555.02,810.35,900.14,861.18,684.34,665.97,629.63,423.16,612.3
674.95,712.27,582.48,641.6,303.46,515.29,449.93,733.52,422.86,606.48,438.72,696.82,550.49,472.71,488.25,539.63,510.11,370.97,714.37,831.72,781.85,633.05,559.85,486.1,605,598.71,736.68,963.5,887.98,737.58,600.48,642.71,335.35,585.7,727.02,681.54,730.44,623.9,331.84,584.87,401.13,705.35,440.84,618.25,428.6,602.27,571.04,431.91,547.18,599.48,483.66,368.58,724.73,878.57,869.18,597.27,579.43,477.72,614.91,554.1,805.67,897.73,860.56,685.82,664.69,629.93,421.9,601.43
677.02,712.38,586.61,642.09,307.33,513.95,450.85,734.27,423.14,610.54,438.59,699.1,554.23,473.54,489.26,539.47,508.97,373.99,715.83,836.98,783.82,634.8,560.3,485.36,605.93,597.75,739.61,966.15,890.22,737.94,605.2,644.72,338.42,593.13,726.58,682.58,719.6,625.9,329.89,582.91,402.95,704.26,441.24,621.16,428.59,605.61,572.78,434.1,550.18,600.65,483.57,371.28,726.4,883.36,873.08,599.48,581.12,477.49,614.38,554.46,810.5,900.76,861.66,685.19,666.93,629.69,423.79,615.32
679.22,712.57,586.21,642.73,306.02,517.28,449.71,735.04,422.78,606.78,437.87,698.54,551.63,472.68,487.82,539.93,511.51,369.36,716.35,835.25,784.73,632.91,561.07,486.37,606.76,598.74,735.86,966.77,890.2,739.4,601.98,645.56,332.02,586.33,724.99,681,724.74,624.26,323.19,587.34,400.18,703.82,441.18,617.91,427.65,603.46,571.9,433.75,546.12,599.09,484.34,369.6,724.7,876.1,870.57,597.93,581.48,477.6,615.46,553.88,805.58,897.67,860.73,686.2,665.05,631.24,415.38,606.39
677.61,711.19,575.06,640.56,309,513.13,451.16,733.43,423.94,610.34,438.09,698.58,553.63,473.2,488.87,540.52,510.41,372.87,715.43,837.68,783.68,634.1,560.56,486.2,605.53,598.01,737.86,966.14,888.37,738.16,605.12,645.27,340.73,590.43,724.62,680.35,719.35,622.8,332.16,583.03,401.87,701.61,442.61,619.44,425.93,605.13,572.19,432.97,547.38,599.12,483.93,372.32,724.42,883.62,872.32,596.65,580.72,475.95,614.46,552.79,809.36,897.63,859.21,685.87,667.74,630.17,424.08,610.52
676.71,714.01,586.15,641.65,304.29,512.77,449.94,734.2,424.41,607.41,437.94,699.34,553.1,472.6,489.62,541.17,511.01,369.22,717.37,835.89,787.1,632.24,561.45,486.66,606.35,598.71,738,966.49,890.59,739.88,602.49,645.89,326.05,588,725.17,680.25,699.29,624.13,325.2,583.44,402.21,702.85,442.37,618.57,426.79,605.25,573.86,433.59,546.42,598.71,484.54,371.27,726.74,881.32,873.08,596.77,581.71,477.27,616.03,553.73,806.62,897.52,860.59,686.8,665.02,631.47,417.9,607.64
675.53,710.6,572.61,641.17,309.13,515.07,451.48,732.36,424.21,609.56,436.91,698.76,551.55,472.75,486.84,541.57,510.19,372.46,716.71,833.16,786.31,632.51,560.69,485.27,605.97,598.21,735.77,964.85,887.33,739.42,604.96,644.19,339.44,587.23,725.84,678.72,713.39,621.04,330.96,587.39,401.94,700.39,442.52,620.22,424.83,604.72,571.92,432.57,544.93,599.22,484.05,370.37,725.22,880.84,874.93,596.54,580.49,475.82,614.93,552.04,806.21,896.16,858.83,686.33,666.51,629.75,421.15,608.25
678.55,712.12,585.44,643.11,305.19,513.04,451.96,734.54,423.94,608.65,437.49,702.17,553.01,474.2,489.98,542.2,510.05,370.91,717.27,836.49,787.07,634.44,561.97,487.98,606.49,599.03,738.37,966.64,890.59,739.86,605.17,645.71,332.74,591.32,727.07,682.24,710.52,625.08,321.47,584.4,402.85,703.6,441.94,620.62,425.62,608.4,573.92,434.72,547,600.79,484.09,372.86,726.3,884.8,874.01,598.76,581.65,479.03,616.11,554.83,807.25,899.5,861.31,687.14,667.11,631.87,421.97,615.3
677.77,711.67,575.03,641.99,305.94,516.08,451.96,732.61,424.75,609.2,436.4,700.71,550.89,473.54,487.75,542.81,511.22,372.09,715.84,834.15,787.13,634.71,561.78,485.63,605.71,598.91,734.61,965.61,888.8,739.61,605.75,644.44,340.36,588.37,726.32,680,719.45,624.1,334.11,588.23,402.63,703.19,442.37,619.64,425.89,605.52,572.33,433.52,545.86,601.4,484.19,371.59,726.69,883.09,873.47,596.95,580.82,477.9,614.88,554.25,806.48,898.42,862.38,686.74,666.98,631.59,422.4,606.69
